"model","prec","rec","F1"
"mc.svm_UNDERB29",1e-05,0.44449122684424,1.99995495480474e-05
"mc.svm_UNDERB30",0.093214472557758,0.447978342044563,1.99995519967589e-05
"mc.svm_UNDERT1",0.497062060420023,0.496675298116821,0.490584221165161
"mc.svm_UNDERT2",0.464589489055136,0.503891084523076,0.479937807602082
"mc.svm_UNDERT3",0.416262057495323,0.50311252831257,0.445425465081475
"mc.svm_UNDERT4",0.390390421449131,0.447041471293324,0.483395271456028
"mc.svm_UNDERT5",0.477906181006023,0.492087209318143,0.478268214121932
"mc.svm_UNDERT6",0.483848404903462,0.499830160719562,0.482190939831133
"mc.svm_UNDERT7",0.53891967256751,0.472876131491731,0.508209781450787
"mc.svm_UNDERT8",0.443023033440425,0.491928273122176,0.467564603391873
"mc.svm_UNDERT9",0.424145242149181,0.490938672369172,0.453913672500132
"mc.svm_UNDERT10",0.240927057556296,0.433211507405017,1.9999545618722e-05
"mc.svm_UNDERT11",0.551245063289852,0.468811348833733,0.508403233738555
"mc.svm_UNDERT12",0.544399016768232,0.473074953105723,0.500905406659565
"mc.svm_UNDERT13",0.277213881740982,0.469859017536388,0.228364001297523
"mc.svm_UNDERT14",0.358715522588505,0.488048251393772,0.460172197337028
"mc.svm_UNDERT15",0.337965315992388,0.492890704526898,0.455416484296078
"mc.svm_UNDERT16",1e-05,0.429396519434093,1.99995279035729e-05
"mc.svm_UNDERT17",0.462530155190833,0.468067402922814,0.53942356703147
"mc.svm_UNDERT18",0.518819768582261,0.471687823827179,0.538545829857447
"mc.svm_UNDERT19",0.157026942968884,0.461587858392209,1.99995748376757e-05
"mc.svm_UNDERT20",0.281203817243232,0.480886939841432,0.427902133017219
"mc.svm_UNDERT21",0.273093659145503,0.483846316893133,0.411982184991442
"mc.svm_UNDERT22",1e-05,0.42346957891734,1.99995249780247e-05
"mc.svm_UNDERT23",0.076620683784404,0.450429527405134,1.99995504498483e-05
"mc.svm_UNDERT24",0.0694069630336494,0.454203244982077,1.99995557032104e-05
"mc.svm_UNDERT25",0.223042528886943,0.455159775744466,1.99995610641053e-05
"mc.svm_UNDERT26",0.207959742992201,0.484056393768282,0.165745718758511
"mc.svm_UNDERT27",0.318132013196514,0.486646425608935,0.419088105520715
"mc.svm_UNDERT28",1e-05,0.421813348236138,1.9999523004241e-05
"mc.svm_UNDERT29",1e-05,0.441768023752839,1.99995461134374e-05
"mc.svm_UNDERT30",0.0971515845684498,0.447048380967815,1.99995507382812e-05
"mc.svm_UNDERTPhi1",0.500067182874902,0.512935747785561,0.505241367838401
"mc.svm_UNDERTPhi2",0.444457741139777,0.534924647876777,0.488394739277075
"mc.svm_UNDERTPhi3",0.423471790865537,0.524758491456368,0.474244969299202
"mc.svm_UNDERTPhi4",0.533316421659914,0.456993306007297,0.495446504754784
"mc.svm_UNDERTPhi5",0.476498955173063,0.49263621463817,0.480912513801375
"mc.svm_UNDERTPhi6",0.474167477928592,0.500675804903176,0.481638977369528
"mc.svm_UNDERTPhi7",0.506057129957013,0.503508720508031,0.496657745691017
"mc.svm_UNDERTPhi8",0.440766926771074,0.524355751954676,0.48953602474827
"mc.svm_UNDERTPhi9",0.431858513416568,0.52314735260389,0.470404855045358
"mc.svm_UNDERTPhi10",0.591953436956797,0.448175567055549,0.508972247948121
"mc.svm_UNDERTPhi11",0.513438786155917,0.48910959126557,0.49668483750689
"mc.svm_UNDERTPhi12",0.507188230151717,0.49655822713769,0.503126131852565
"mc.svm_UNDERTPhi13",0.515684908299925,0.48574469756218,0.496132686579621
"mc.svm_UNDERTPhi14",0.456133252026407,0.524631281852603,0.485063858100622
"mc.svm_UNDERTPhi15",0.430023506163421,0.533238698508687,0.474278015496409
"mc.svm_UNDERTPhi16",0.325906160690573,0.443129216383907,0.250100808599435
"mc.svm_UNDERTPhi17",0.511732458697809,0.476593233982388,0.490796255953681
"mc.svm_UNDERTPhi18",0.523797165066319,0.481625921525728,0.498426741858955
"mc.svm_UNDERTPhi19",0.484002487637351,0.474560591374632,0.532792028265284
"mc.svm_UNDERTPhi20",0.459086552512085,0.511216047906056,0.484267367196785
"mc.svm_UNDERTPhi21",0.436202895465755,0.519428355095498,0.472341096706623
"mc.svm_UNDERTPhi22",1e-05,0.43754587771802,1.99995302941282e-05
"mc.svm_UNDERTPhi23",0.508365955807414,0.466768266484775,0.523287396871327
"mc.svm_UNDERTPhi24",0.573524723417306,0.470874073620003,0.542320663053129
"mc.svm_UNDERTPhi25",0.197146073201948,0.462991445342796,1.99995739081915e-05
"mc.svm_UNDERTPhi26",0.298440922733944,0.494543351677491,0.451290911199307
"mc.svm_UNDERTPhi27",0.433782516828533,0.502379649418648,0.452888490161393
"mc.svm_UNDERTPhi28",1e-05,0.42969805651243,1.99995310917934e-05
"mc.svm_UNDERTPhi29",0.0932977703241514,0.450208539835116,1.99995537334495e-05
"mc.svm_UNDERTPhi30",0.18264911043388,0.45339176904159,1.99995599041345e-05
"mc.svm_OVERB1",0.208906517282722,0.482041674914821,1.99995840346787e-05
"mc.svm_OVERB2",0.439896461163919,0.497082091524721,0.458391134425988
"mc.svm_OVERB3",0.39320056233768,0.500739674400957,0.423461787278484
"mc.svm_OVERB4",0.210081268071778,0.44900381906806,1.99995455028221e-05
"mc.svm_OVERB5",0.23817961522706,0.469344392761669,1.99995742929552e-05
"mc.svm_OVERB6",0.289061130769546,0.471066453290051,0.245353176101794
"mc.svm_OVERB7",0.512503609608631,0.488294314330312,0.518904864431061
"mc.svm_OVERB8",0.440893267457956,0.498045412527743,0.468480279052816
"mc.svm_OVERB9",0.429150669263875,0.499599970210871,0.460126782257277
"mc.svm_OVERB10",0.589530429451456,0.456809632093181,0.529078685326549
"mc.svm_OVERB11",0.555983165952043,0.479192019358506,0.53247705905997
"mc.svm_OVERB12",0.546629337552377,0.482190597869953,0.539159961861183
"mc.svm_OVERB13",0.507119774870377,0.501480427116964,0.493477340683588
"mc.svm_OVERB14",0.423000845844698,0.502162206208031,0.463622218196014
"mc.svm_OVERB15",0.420137979874682,0.501163530470732,0.455715030906175
"mc.svm_OVERB16",0.580036192511017,0.472270102388501,0.501553340802216
"mc.svm_OVERB17",0.565422462613728,0.496813294472772,0.522004281666468
"mc.svm_OVERB18",0.563280402979713,0.501743081509661,0.528565453603333
"mc.svm_OVERB19",0.443013298738569,0.513297362821197,0.480678957660077
"mc.svm_OVERB20",0.399949940736992,0.504637863433731,0.432687959835414
"mc.svm_OVERB21",0.394805339255915,0.501989069166679,0.437667013215307
"mc.svm_OVERB22",0.516579356645123,0.486728894075104,0.493907407243105
"mc.svm_OVERB23",0.526503660828966,0.510405390956933,0.511461404074639
"mc.svm_OVERB24",0.50462223665294,0.513163106767712,0.512147185889323
"mc.svm_OVERT1",0.205403090736593,0.47675251503767,1.99995885767105e-05
"mc.svm_OVERT2",0.416201066146003,0.498135605028328,0.443512274889952
"mc.svm_OVERT3",0.375868267838009,0.499099118100356,0.420794888080918
"mc.svm_OVERT4",0.361510703450105,0.448647976418339,0.2108020245125
"mc.svm_OVERT5",0.33332896311506,0.464744202920541,0.204688445565768
"mc.svm_OVERT6",0.223883888720275,0.468318054687497,1.99995748590753e-05
"mc.svm_OVERT7",0.243635113096325,0.487397073996215,0.213941588900165
"mc.svm_OVERT8",0.356071533525694,0.494785412317339,0.418233083969574
"mc.svm_OVERT9",0.366207398661437,0.498751129133313,0.421232843608819
"mc.svm_OVERT10",0.552389882977574,0.464886543711752,0.526687063826875
"mc.svm_OVERT11",0.414085217007628,0.477973975822731,0.518891595667572
"mc.svm_OVERT12",0.340862099834789,0.479740337973621,0.500963346394346
"mc.svm_OVERT13",0.365068768404846,0.498992223596054,0.506830786235183
"mc.svm_OVERT14",0.418583220819774,0.505073731078859,0.44259716810336
"mc.svm_OVERT15",0.407829510726477,0.502668463012861,0.455859389671572
"mc.svm_OVERT16",0.574232944400524,0.478043801907501,0.515694954256774
"mc.svm_OVERT17",0.557071722751389,0.493643922673836,0.513260426124303
"mc.svm_OVERT18",0.564478974635808,0.496537090809036,0.526076336605143
"mc.svm_OVERT19",0.517527227673062,0.508131626953854,0.506720019082088
"mc.svm_OVERT20",0.406449270838877,0.511326960293038,0.449313865392487
"mc.svm_OVERT21",0.384055133368642,0.501126358715884,0.424873403140479
"mc.svm_OVERT22",0.536482693878032,0.47877260527392,0.500098697600597
"mc.svm_OVERT23",0.534072082573506,0.502294649105798,0.519634678853826
"mc.svm_OVERT24",0.521677120906564,0.509466995670569,0.5193412828621
"mc.svm_OVERTPhi1",0.201681424947009,0.47769967630013,1.999958822632e-05
"mc.svm_OVERTPhi2",0.409946361230089,0.499156006926131,0.440781281201877
"mc.svm_OVERTPhi3",0.372165889081436,0.499828929300128,0.407364751546454
"mc.svm_OVERTPhi4",0.255956337806068,0.449269218318051,1.99995522262184e-05
"mc.svm_OVERTPhi5",0.322270457304442,0.465732912604876,0.209190858999699
"mc.svm_OVERTPhi6",0.231935638345453,0.470466209351165,1.99995761767929e-05
"mc.svm_OVERTPhi7",0.186469037260928,0.488775037735724,1.99995951004768e-05
"mc.svm_OVERTPhi8",0.355930847938073,0.496312939861854,0.431130525895822
"mc.svm_OVERTPhi9",0.362796134593876,0.499188215979354,0.417362993249669
"mc.svm_OVERTPhi10",0.609078962220646,0.464955265575231,0.538293335914199
"mc.svm_OVERTPhi11",0.363424526585605,0.476605469159112,0.507892940268346
"mc.svm_OVERTPhi12",0.275659388231631,0.479897451832871,0.210746444424465
"mc.svm_OVERTPhi13",0.369395663589807,0.498736250515593,0.509207596942676
"mc.svm_OVERTPhi14",0.42061717506233,0.505460063427866,0.443429607074535
"mc.svm_OVERTPhi15",0.41053317724621,0.503020395037366,0.449925553885708
"mc.svm_OVERTPhi16",0.570748817927141,0.478501341233853,0.506442761689316
"mc.svm_OVERTPhi17",0.55796592204233,0.49471402241556,0.51685320059146
"mc.svm_OVERTPhi18",0.571238295663704,0.496359607812483,0.531819670741666
"mc.svm_OVERTPhi19",0.45396495295085,0.506233649440565,0.502893608194402
"mc.svm_OVERTPhi20",0.40108879416007,0.510193155105673,0.448568824738882
"mc.svm_OVERTPhi21",0.386190843052678,0.500439664388223,0.43431651150214
"mc.svm_OVERTPhi22",0.533842650184663,0.478298555214363,0.497406968696888
"mc.svm_OVERTPhi23",0.541975205104903,0.50267543157374,0.520138432700494
"mc.svm_OVERTPhi24",0.525295956930844,0.508526489331261,0.520826129363974
"mc.svm_SMOTEB1",0.465406060605764,0.528430351632068,0.49185616509909
"mc.svm_SMOTEB2",0.402751494912729,0.534667179256549,0.460452531562791
"mc.svm_SMOTEB3",0.369334012709021,0.520199909464453,0.431916309968127
"mc.svm_SMOTEB4",0.468124436764192,0.47123591604676,0.466000564410842
"mc.svm_SMOTEB5",0.459296718926884,0.51283237972409,0.481829099708337
"mc.svm_SMOTEB6",0.462218127990903,0.523878678751298,0.490042464121621
"mc.svm_SMOTEB7",0.45414136300076,0.518533351936286,0.480057652450064
"mc.svm_SMOTEB8",0.419226926641076,0.529708224035647,0.454601936399833
"mc.svm_SMOTEB9",0.40072805749511,0.511565911080642,0.446028254650897
"mc.svm_SMOTEB10",0.490254416510654,0.466441035072551,0.477614523663332
"mc.svm_SMOTEB11",0.481538632383208,0.49936980297789,0.486798456162496
"mc.svm_SMOTEB12",0.477086325263067,0.512359137841112,0.490078736089244
"mc.svm_SMOTEB13",0.491883839188001,0.518496304932571,0.51007894589754
"mc.svm_SMOTEB14",0.410910217326937,0.513148022501362,0.461115207771554
"mc.svm_SMOTEB15",0.400826433962965,0.516034016283292,0.445219651359111
"mc.svm_SMOTEB16",0.535972583898177,0.471364982377181,0.497317971464331
"mc.svm_SMOTEB17",0.497496609377794,0.503425725731023,0.495249106008113
"mc.svm_SMOTEB18",0.494425770397807,0.512275283083699,0.508104843291532
"mc.svm_SMOTEB19",0.477850437398192,0.495396947621731,0.512417764935365
"mc.svm_SMOTEB20",0.444184538801488,0.495685915142858,0.456631615765011
"mc.svm_SMOTEB21",0.418428887002704,0.49613909457056,0.458325262177242
"mc.svm_SMOTEB22",0.540051818232455,0.451302286975765,0.506986614048899
"mc.svm_SMOTEB23",0.551290447186086,0.485507098086596,0.51369248919531
"mc.svm_SMOTEB24",0.53489848689955,0.488368813859392,0.51182673998273
"mc.svm_SMOTEB25",0.456244146662973,0.491821858630175,0.485598150862918
"mc.svm_SMOTEB26",0.430386070501589,0.510562904240445,0.451448538435028
"mc.svm_SMOTEB27",0.410449358513832,0.515029756261269,0.439693463232148
"mc.svm_SMOTEB28",0.354177459654629,0.452973149124076,0.466043842673112
"mc.svm_SMOTEB29",0.556950611541385,0.482151707103074,0.535916172025718
"mc.svm_SMOTEB30",0.600029448661731,0.486268127525491,0.540504483771612
"mc.svm_SMOTEB31",0.273405897537346,0.466213798683155,0.366449588580145
"mc.svm_SMOTEB32",0.404947339715943,0.489883150961954,0.441271658672479
"mc.svm_SMOTEB33",0.407108085193743,0.494387100296239,0.44549030793199
"mc.svm_SMOTEB34",0.243641824475901,0.439581211693054,1.99995383247131e-05
"mc.svm_SMOTEB35",0.361094695753438,0.460394647745059,0.475350969387193
"mc.svm_SMOTEB36",0.408002448257452,0.463334477272766,0.490907709521763
"mc.svm_SMOTEB37",0.452482415992373,0.534674087757229,0.486758552829029
"mc.svm_SMOTEB38",0.39737600468611,0.543991082935638,0.471449830417136
"mc.svm_SMOTEB39",0.379200193418067,0.534253288173981,0.451777471089529
"mc.svm_SMOTEB40",0.458375936468411,0.470614268135582,0.468691993710256
"mc.svm_SMOTEB41",0.453259661397792,0.507106759958237,0.472661198231397
"mc.svm_SMOTEB42",0.455828096187091,0.521188727184495,0.48407339825192
"mc.svm_SMOTEB43",0.466549273342586,0.527929686579502,0.495729889000529
"mc.svm_SMOTEB44",0.399847060860318,0.526506891046597,0.456093155843478
"mc.svm_SMOTEB45",0.377290568060545,0.516689234548991,0.429262283739795
"mc.svm_SMOTEB46",0.456168839793453,0.47403311661718,0.466519438829819
"mc.svm_SMOTEB47",0.465962961493787,0.504994098298108,0.488354962250276
"mc.svm_SMOTEB48",0.469430321484178,0.517156377024731,0.491999114674926
"mc.svm_SMOTEB49",0.467789719703537,0.523199018181763,0.492695384586632
"mc.svm_SMOTEB50",0.424178671173364,0.532489359618804,0.468621622658657
"mc.svm_SMOTEB51",0.3959243149076,0.52696303441599,0.440186525027094
"mc.svm_SMOTEB52",0.504625345105511,0.471507782757914,0.484682806109076
"mc.svm_SMOTEB53",0.462196788661351,0.506455641176161,0.486010434770222
"mc.svm_SMOTEB54",0.473479695256581,0.516669334004284,0.497975756913819
"mc.svm_SMOTEB55",0.482808785777615,0.5104787576586,0.485553889330283
"mc.svm_SMOTEB56",0.426804205178323,0.520074503655504,0.463028086011438
"mc.svm_SMOTEB57",0.414142151096666,0.521096820205426,0.451304798229951
"mc.svm_SMOTEB58",0.528916263471894,0.474341667730591,0.496894357974005
"mc.svm_SMOTEB59",0.497152445092009,0.50298270596114,0.502134215756206
"mc.svm_SMOTEB60",0.498560492524276,0.508780908867507,0.504946261428981
"mc.svm_SMOTEB61",0.4926561193469,0.49735557540158,0.490153736676062
"mc.svm_SMOTEB62",0.42132393827622,0.497921285593616,0.44968697444564
"mc.svm_SMOTEB63",0.413396770477826,0.501123973342761,0.457877490720703
"mc.svm_SMOTEB64",0.602376016893914,0.465037811581028,0.517575193340294
"mc.svm_SMOTEB65",0.532152287069884,0.494120143023756,0.508652802148808
"mc.svm_SMOTEB66",0.53230326449673,0.497967507432145,0.505122849644888
"mc.svm_SMOTEB67",0.485779545861459,0.486691139820071,0.495099612029592
"mc.svm_SMOTEB68",0.450200350249323,0.496500151907028,0.469226268358324
"mc.svm_SMOTEB69",0.441367080595347,0.498252761914987,0.467129971466191
"mc.svm_SMOTEB70",0.479288390788243,0.450779989466767,0.508165363891161
"mc.svm_SMOTEB71",0.556864741998332,0.473790705462431,0.510767735807064
"mc.svm_SMOTEB72",0.554372448851023,0.479112948374244,0.513813545315179
"mc.svm_SMOTEB73",0.44011482014077,0.552377787526504,0.480015548529437
"mc.svm_SMOTEB74",0.374061397897613,0.502802374124959,0.43687517642374
"mc.svm_SMOTEB75",0.359782276440721,0.500676620460472,0.432685027579256
"mc.svm_SMOTEB76",0.460383748202961,0.474639312044552,0.463896849249804
"mc.svm_SMOTEB77",0.443031717881217,0.528865816974698,0.485046654696589
"mc.svm_SMOTEB78",0.437685423927197,0.541711497136926,0.492068476112571
"mc.svm_SMOTEB79",0.451822323252685,0.544469669346844,0.494248715396861
"mc.svm_SMOTEB80",0.386325562374448,0.511096277018064,0.442219470827499
"mc.svm_SMOTEB81",0.374192595125735,0.508372583693572,0.434722814761061
"mc.svm_SMOTEB82",0.452303651564397,0.475361118556171,0.459387209949949
"mc.svm_SMOTEB83",0.462298940124625,0.516387586654767,0.483156883940433
"mc.svm_SMOTEB84",0.464049696219304,0.530686587259183,0.489847307426315
"mc.svm_SMOTEB85",0.454691732385128,0.544458025004439,0.494446124245505
"mc.svm_SMOTEB86",0.400558761477078,0.521327347383451,0.452733116526132
"mc.svm_SMOTEB87",0.387901876831381,0.512669717690285,0.441126142032856
"mc.svm_SMOTEB88",0.465771504302884,0.47681259935939,0.472861548194931
"mc.svm_SMOTEB89",0.467291794348269,0.518400146907819,0.496325865594424
"mc.svm_SMOTEB90",0.465763589437086,0.530253366535966,0.498958597150756
"mc.svm_SMOTEB91",0.466969161759169,0.522263328461178,0.495063685436361
"mc.svm_SMOTEB92",0.427882011041867,0.509872324644718,0.476426261711587
"mc.svm_SMOTEB93",0.396613405018078,0.511987931220418,0.462258463690802
"mc.svm_SMOTEB94",0.49226958452449,0.474304435421426,0.471415810563337
"mc.svm_SMOTEB95",0.474456343734326,0.503864259482679,0.483060916768455
"mc.svm_SMOTEB96",0.480365977166986,0.513458494203103,0.503168217309249
"mc.svm_SMOTEB97",0.470883966475468,0.510356774435023,0.484235208501637
"mc.svm_SMOTEB98",0.417793264287908,0.509364030863042,0.457780711198357
"mc.svm_SMOTEB99",0.401352075107714,0.50842478005373,0.444055490064382
"mc.svm_SMOTEB100",0.506055128532878,0.47163378784882,0.480543512256995
"mc.svm_SMOTEB101",0.48821443845655,0.499757204009983,0.49312181288637
"mc.svm_SMOTEB102",0.4827675701027,0.505706259847688,0.489561904285127
"mc.svm_SMOTEB103",0.481320530352485,0.497906070929807,0.48336708145909
"mc.svm_SMOTEB104",0.404735663777716,0.504457093292558,0.433638733384753
"mc.svm_SMOTEB105",0.394188254471471,0.502413951876997,0.439647589101343
"mc.svm_SMOTEB106",0.537331352714454,0.469163599150792,0.501790173040006
"mc.svm_SMOTEB107",0.491459311299345,0.493943880202671,0.49964016170384
"mc.svm_SMOTEB108",0.497690484257982,0.49790698875872,0.492034101404779
"mc.svm_SMOTEB109",0.419461423681667,0.562388403367735,0.474458094793182
"mc.svm_SMOTEB110",0.363936120535169,0.534709568772307,0.438282982265365
"mc.svm_SMOTEB111",0.357300277663728,0.535307398733526,0.438947801256921
"mc.svm_SMOTEB112",0.444815731804041,0.48888630925219,0.460952018589484
"mc.svm_SMOTEB113",0.431348822314717,0.540237425505682,0.478775428411984
"mc.svm_SMOTEB114",0.4233482869373,0.551731396153923,0.481478012756665
"mc.svm_SMOTEB115",0.43053166260206,0.54134946169097,0.481334206214798
"mc.svm_SMOTEB116",0.368613746146666,0.534349660032158,0.434213105501063
"mc.svm_SMOTEB117",0.366225444576862,0.531961619767174,0.43156831532927
"mc.svm_SMOTEB118",0.446102191075288,0.480455990791712,0.464926670135272
"mc.svm_SMOTEB119",0.435125906411936,0.531233732095382,0.479401087886315
"mc.svm_SMOTEB120",0.427857686526723,0.545440707909645,0.482698171459556
"mc.svm_SMOTEB121",0.44888551930601,0.561960245567112,0.497561487776556
"mc.svm_SMOTEB122",0.385475814032147,0.512505572882522,0.436071846803639
"mc.svm_SMOTEB123",0.375176278948841,0.509498609309071,0.424633892973527
"mc.svm_SMOTEB124",0.455372610976112,0.484166114857702,0.467178798802249
"mc.svm_SMOTEB125",0.462629750555628,0.532912266710555,0.494008375896674
"mc.svm_SMOTEB126",0.455956612421032,0.54661328366655,0.503988697199371
"mc.svm_SMOTEB127",0.454992387222493,0.53304925692033,0.49017765330624
"mc.svm_SMOTEB128",0.401044745607956,0.515386356028882,0.450365295421812
"mc.svm_SMOTEB129",0.398591565357459,0.519453478109628,0.44385164128851
"mc.svm_SMOTEB130",0.474025642992998,0.477695391287336,0.47783501029915
"mc.svm_SMOTEB131",0.46399190034153,0.514306062054366,0.492498897272055
"mc.svm_SMOTEB132",0.46274943861946,0.524582690692581,0.492073325974263
"mc.svm_SMOTEB133",0.454076683666981,0.533087785963104,0.487470646710554
"mc.svm_SMOTEB134",0.404571732072616,0.499967964661082,0.443044192774769
"mc.svm_SMOTEB135",0.39666793999524,0.496444026889036,0.442858742092678
"mc.svm_SMOTEB136",0.477218964091833,0.484309084782238,0.478300555746525
"mc.svm_SMOTEB137",0.471329642237197,0.518534373346543,0.4994725434086
"mc.svm_SMOTEB138",0.473277677176843,0.524423205611762,0.494907681922792
"mc.svm_SMOTEB139",0.463635837638468,0.525440958959226,0.489787419810602
"mc.svm_SMOTEB140",0.425601666628126,0.52588596599407,0.482748088171966
"mc.svm_SMOTEB141",0.411837228262997,0.523851190041918,0.466479758285169
"mc.svm_SMOTEB142",0.491044884657704,0.484482192866671,0.48009914092533
"mc.svm_SMOTEB143",0.477598138245753,0.517124478494578,0.497535802787055
"mc.svm_SMOTEB144",0.466235456944907,0.522086879335264,0.494906585325787
"mc.svm_SMOTET1",0.467780083354675,0.54023757026346,0.502636636975209
"mc.svm_SMOTET2",0.414527944954433,0.552356688056046,0.466615077084334
"mc.svm_SMOTET3",0.392622616940376,0.532534380271633,0.454503606235964
"mc.svm_SMOTET4",0.481046732560556,0.478632735501887,0.475301307183773
"mc.svm_SMOTET5",0.460466223777693,0.525786201819511,0.488737210411118
"mc.svm_SMOTET6",0.460502233991431,0.539081685114215,0.497221111137183
"mc.svm_SMOTET7",0.460651734253548,0.533487035235012,0.492262953372555
"mc.svm_SMOTET8",0.422408540876624,0.540836375428386,0.464636139920967
"mc.svm_SMOTET9",0.39480065882662,0.524343592362651,0.441053447781704
"mc.svm_SMOTET10",0.487141946915854,0.476673137833379,0.47836445143119
"mc.svm_SMOTET11",0.468483717514211,0.524317188238579,0.48789584662576
"mc.svm_SMOTET12",0.460369646373227,0.534479767053445,0.491134926131399
"mc.svm_SMOTET13",0.484451951771862,0.520116922268164,0.503472955231677
"mc.svm_SMOTET14",0.449467339867682,0.550139709742616,0.501862040213568
"mc.svm_SMOTET15",0.433095543803805,0.539072015790663,0.481990505977606
"mc.svm_SMOTET16",0.437123747649563,0.470599980951596,0.482925370492965
"mc.svm_SMOTET17",0.486726791724405,0.503944157539011,0.491144238465245
"mc.svm_SMOTET18",0.487183111318454,0.51081608410448,0.500375723668638
"mc.svm_SMOTET19",0.50744208684241,0.508800837797448,0.509022736990883
"mc.svm_SMOTET20",0.494201820228565,0.518438294355667,0.502571776089937
"mc.svm_SMOTET21",0.489924050738258,0.518976626670161,0.50062420007145
"mc.svm_SMOTET22",0.575577914270992,0.468649778165726,0.517657248814902
"mc.svm_SMOTET23",0.516021023721062,0.503117003463436,0.498042491376255
"mc.svm_SMOTET24",0.517531830289422,0.507089899849419,0.507675355725998
"mc.svm_SMOTET25",0.538169904641011,0.494484968384385,0.517889980955391
"mc.svm_SMOTET26",0.486094476613123,0.517552828912134,0.500226431400367
"mc.svm_SMOTET27",0.465178405595256,0.523631815693967,0.496024887042396
"mc.svm_SMOTET28",0.210516272988241,0.456186834847109,1.99995487718698e-05
"mc.svm_SMOTET29",0.507374222897236,0.489046357733099,0.514502369582465
"mc.svm_SMOTET30",0.508891247584469,0.491199779682797,0.51643796541349
"mc.svm_SMOTET31",0.383747947941297,0.491236614666978,0.492991645256248
"mc.svm_SMOTET32",0.438453205382108,0.509796997071844,0.471891875674325
"mc.svm_SMOTET33",0.440564694820637,0.515568485002786,0.479029378090293
"mc.svm_SMOTET34",0.186129283667216,0.449740022506835,1.99995525649291e-05
"mc.svm_SMOTET35",0.420479480466414,0.481004059254367,0.528172938654757
"mc.svm_SMOTET36",0.557076136668452,0.484725756498933,0.549674787883479
"mc.svm_SMOTET37",0.448452473216755,0.547804354137114,0.4937676860622
"mc.svm_SMOTET38",0.40667343055664,0.533318023894953,0.465916876366577
"mc.svm_SMOTET39",0.381272585090666,0.512263524251738,0.440799534853891
"mc.svm_SMOTET40",0.484435225354525,0.487332684689049,0.475074410941922
"mc.svm_SMOTET41",0.456895206819322,0.540190648694915,0.492243707145611
"mc.svm_SMOTET42",0.452034810603765,0.551052003582869,0.500140058935598
"mc.svm_SMOTET43",0.463495846712432,0.550192020695011,0.508171430070971
"mc.svm_SMOTET44",0.43622073582644,0.553539141057964,0.484665562184172
"mc.svm_SMOTET45",0.404055340720702,0.533018060856786,0.452353509612195
"mc.svm_SMOTET46",0.477147655813708,0.486205802074684,0.474764973956601
"mc.svm_SMOTET47",0.454997300143742,0.536606166692393,0.490993792872734
"mc.svm_SMOTET48",0.457758372225342,0.549156558993309,0.498457073988185
"mc.svm_SMOTET49",0.477924422792984,0.531714330907486,0.499484499096301
"mc.svm_SMOTET50",0.436995721114815,0.540385811096885,0.47731591102173
"mc.svm_SMOTET51",0.414186726260206,0.537448555109696,0.459546832139682
"mc.svm_SMOTET52",0.484861602774049,0.484150646384281,0.475896931251567
